key,words,alphabetized,months_to_gs,months_to_eprint,subtitle,labeled_title,title_length,references,entities
SIGMOD_17_093,18421,False,2,2,True,True,6,23,"Attribute–value pair;Best, worst and average case;Bloom filter;Computational complexity theory;Computer data storage;Experiment;Key-value database;LevelDB;Lookup table;Memory footprint;Value (ethics)"
SIGMOD_17_094,15433,False,2,2,True,True,7,39,Amazon Mechanical Turk;Crowdsourcing;The Turk
SIGMOD_17_095,18248,True,2,2,True,True,9,47,Algorithm;Algorithmic efficiency;Analysis of algorithms;Baseline (configuration management);Database;Database engine;Delta encoding;Dex;Dynamic programming;Heuristic;Pipeline (computing);Query plan;Synthetic data;Version control
SIGMOD_17_096,14296,True,3,3,False,False,6,28,Big data;Encryption;End-to-end principle;In-memory database;Locality of reference;Outsourcing;Parallel computing;PowerPC 600;Server (computing);Spectral leakage
PODS_17_001,13868,True,2,2,False,False,7,31,Binary decision diagram;Compiler;Computation;Conjunctive query;Diagram;Grammar-based code;Knowledge compilation;Pathwidth;Polynomial;Probabilistic database;Query language;Tame;Treewidth
PODS_17_002,13607,True,2,2,False,False,13,14,"Algorithm;Best, worst and average case;Computation;Conjunctive query;Cycle (graph theory);Edge cover;Parallel computing;Server (computing);Vertex cover"
PODS_17_003,18128,True,2,2,False,False,5,33,Conjunctive query;Counting problem (complexity);Data pre-processing;Data structure;Database;EXPTIME;Exponential time hypothesis;Join (SQL);Matrix multiplication;Preprocessor;Relational database;Time complexity
PODS_17_004,14298,False,2,2,False,False,9,38,Algorithm;Analysis of algorithms;Computational complexity theory;Degree distribution;Directed acyclic graph;Heuristic;In-memory database;Iterator;Random graph
PODS_17_005,17389,True,2,2,False,False,13,56,Conjunctive normal form;Conjunctive query;Data access;Datalog;LOGCFL;NL (complexity);Ontology (information science);Parameterized complexity;Scalability;Treewidth;Web Ontology Language
PODS_17_006,12568,True,2,2,False,False,6,,Algorithm;Approximation;Greedy algorithm;Heuristic;Jumpstart Our Business Startups Act;Loss function;Multi-objective optimization;Program optimization;Provable security;Query optimization
PODS_17_007,13246,True,2,2,False,False,8,30,Analysis of algorithms;Chase (algorithm);Directed acyclic graph;Existential quantification;Logic programming;Negation as failure;Operational semantics;Polynomial;Polynomial hierarchy;Query language;Skolem normal form;Stable model semantics;Tuple-generating dependency
PODS_17_008,16339,False,2,2,False,False,3,53,Baseline (configuration management);Differential privacy;Empirical risk minimization;Gradient;Incremental search;Locality-sensitive hashing;Machine learning;Probably approximately correct learning
PODS_17_009,16492,True,2,2,False,False,3,35,Algorithm;Benchmark (computing);Chase (algorithm);Experiment;Sputter cleaning
PODS_17_010,17076,True,2,18,False,False,6,29,Computational complexity theory;Conjunctive grammar;Conjunctive query;Database;Feature engineering;Linear separability;Machine learning;Relational database;Utility;VC dimension;Whole Earth 'Lectronic Link
PODS_17_011,17574,True,2,9,True,True,9,27,Algorithm;Euler–Bernoulli beam theory;Insertion sort;PSPACE;Polynomial
PODS_17_012,24058,True,2,2,False,False,7,47,Atomic commit;Computational complexity theory;Context-free grammar;Database transaction;Decision problem;Distributed database;Distributed transaction;Failure rate;Non-blocking algorithm;Relational database management system
PODS_17_013,17463,True,2,3,False,False,16,36,Algorithm;Black box;Conjunctive grammar;Conjunctive query;Database theory;Datalog;Disjunctive normal form;Functional dependency;Information theory;Polynomial;Submodular set function
PODS_17_014,12694,False,2,2,True,False,7,28,Datalog;Deep learning;JSON;Logical framework;Recursion;Set packing;Tree structure
PODS_17_015,13568,False,2,,False,False,6,37,Algorithm;British undergraduate degree classification;Functional dependency;Maximal set
PODS_17_016,45377,True,2,2,False,False,9,46,Co-NP;Complexity of constraint satisfaction;Conjunctive query;Constraint satisfaction;Constraint satisfaction problem;Datalog;First-order logic;Grammatical Framework;Guarded logic;NP-intermediate;Olami–Feder–Christensen model;Ontology (information science);P (complexity)
PODS_17_017,13959,True,2,4,False,False,4,31,Algorithm;Anytime algorithm;Experiment;Polynomial;Time complexity;Tree decomposition
PODS_17_018,11751,True,2,2,False,False,7,25,"Algorithm;Best, worst and average case;Cartesian tree;Computational complexity theory;Database theory;Join (SQL);MapReduce;Parallel algorithm;SPARK"
PODS_17_019,16589,True,2,4,False,False,5,29,Conjunctive query;Database;Insertion sort;Mallows's Cp;Polynomial;Probabilistic database;Relational database
PODS_17_020,15759,False,2,,False,False,6,21,Analysis of algorithms;File select;Join (SQL);Numerical analysis;Overfitting;Parameterized complexity;Reverse engineering
PODS_17_021,13524,True,2,2,False,False,5,33,Data model;Database;Graph database;Null (SQL);Real life;Recursion;Recursive definition;Undecidable problem
PODS_17_022,15065,True,2,6,False,False,3,35,Axiomatic system;Chase (algorithm);Complexity;Functional dependency
PODS_17_023,13515,True,2,2,False,False,11,46,Algorithm;Arboricity;Average-case complexity;Cuckoo hashing;Data structure;Graph (discrete mathematics);Hash table;Out-of-core algorithm
PODS_17_024,14742,False,2,2,False,False,12,46,Algorithm;Approximation;Approximation algorithm;Computation;Computational complexity theory;DSPACE;Independent set (graph theory);Maximum coverage problem;Set cover problem;Time complexity
PODS_17_025,10424,True,2,2,False,False,4,42,Amortized analysis;Block size (cryptography);Data dictionary;Data structure;Database;Graph coloring;Insertion sort;Random-access memory;Range query (data structures);Skip list;With high probability
PODS_17_026,11162,True,2,2,False,False,6,12,Algorithm;Link analysis;Reblogging;Rewriting;Sorting;Streaming algorithm
PODS_17_027,12065,True,2,15,False,False,6,36,Algorithm;Approximation theory;Communication complexity;Computation;Server (computing);Video synopsis;Workspace
PODS_17_028,12151,True,2,2,True,True,8,18,Data model;JSON;Query language;World Wide Web
PODS_17_029,17088,True,3,3,True,False,7,27,Automaton;Complexity;Conjunctive query;Constraint satisfaction;Constraint satisfaction problem;Data compression;Database;Graph homomorphism;Probabilistic database;Type signature
SYSTOR_17_001,8602,False,2,,True,True,8,14,Algorithm;Device driver;Digital rights management;Garbage collection (computer science);Linux;Overhead (computing);Overhead projector;Performance Evaluation;Run time (program lifecycle phase);Solid-state drive;Stream processing;Streaming media;Time-sharing;z/VM
SYSTOR_17_002,11467,False,2,2,False,False,10,34,Attribute–value pair;Data redundancy;Degraded mode;Erasure code;Experiment;Failure rate;High availability;In-memory database;Kinetic Void;Normal mode;Testbed;Throughput;USB flash drive;YCSB
SYSTOR_17_003,5545,False,2,3,True,True,10,25,Attribute–value pair;B-tree;Block code;Data deduplication;Experiment;Garbage collection (computer science);Hard disk drive;Key-value database;LevelDB;Log-structured merge-tree;Solid-state drive;Throughput
SYSTOR_17_004,9871,False,2,2,True,True,7,20,ARM architecture;Cloud computing;Computation;Context switch;Graphics processing unit;Multi-user;Multiplexing;Network switch;Overhead (computing);Round-robin scheduling;Scheduling (computing);Time complexity
SYSTOR_17_005,8690,False,2,2,True,True,7,28,Cloud computing;Fairness measure;Graphics;Graphics processing unit;Locality of reference;Overhead (computing);Paging;Virtualize
SYSTOR_17_006,4496,True,2,,False,False,9,4,Address space layout randomization;Call graph;High- and low-level;Region of interest;Scheduling (computing);Side effect (computer science);Simulation;Software development;Traceability
SYSTOR_17_007,6302,False,2,,False,False,7,16,Interrupt storm;Solid-state drive;Wear leveling
SYSTOR_17_008,12345,False,2,2,True,True,6,69,Application programming interface;Data rate units;Data store;End-to-end principle;Flash memory;Flash memory controller;Holism;Key-value database;Kinetic Void;Protocol stack;Remote direct memory access
SYSTOR_17_009,10493,False,2,5,True,True,9,36,Application programming interface;Bare machine;Divergence (computer science);General-purpose computing on graphics processing units;Graphics processing unit;OpenCL API;Passthrough;Remote procedure call;Virtual machine
SYSTOR_17_010,7710,False,2,2,False,False,9,19,Desktop metaphor;Desktop virtualization;Digital footprint;Fibre Channel;Kibibyte;Next-generation network;OpenVMS;Response time (technology);Virtual desktop;Virtual machine
SYSTOR_17_011,10174,False,2,2,True,True,16,30,Clustered file system;Confidentiality;Data store;Distributed File System (Microsoft);Encryption;FITS;Outsourcing;Privacy;Protection mechanism;Replication (computing);Service control point;Software deployment;Software-defined storage;Stackable switch;Time complexity;User space
SYSTOR_17_012,8671,False,2,,False,False,5,14,Cloud computing;Heuristic;Network function virtualization;Server (computing);Virtual reality
SYSTOR_17_013,9248,True,2,,False,False,9,33,Benchmark (computing);CAS latency;Central processing unit;Manycore processor;Memory controller;Online and offline;Requirement;Run time (program lifecycle phase);Scheduling (computing);X86 virtualization
SYSTOR_17_014,6121,True,2,2,False,False,13,15,Adobe Flash;Central processing unit;Hard disk drive;ISCSI;Kinetic Void;PCI Express;Scalability;Solid-state drive;Throughput
SYSTOR_17_015,10495,False,2,,True,True,9,19,Command history;Computer data storage;Customer support;Data center;Dexter (malware);Downtime;Log analysis;Noise reduction;Software system;Static program analysis;Tracing (software)
SYSTOR_17_016,10790,False,3,7,True,True,12,21,Amazon Web Services;Cloud computing;Cloud storage;Clustered file system;Computer data storage;Consistency model;Data center;Fault tolerance;Integer programming;Linear programming;Memory hierarchy;Microsoft Azure;Service-level agreement;Thesaurus Linguae Latinae
HCW_17_001,10554,False,2,15,False,False,10,12,Abstraction layer;Algorithm;Application programming interface;C++;Central processing unit;Computer;Digital signal processing;Exynos;Field-programmable gate array;Graphics processing unit;Image gradient;Low-power broadcasting;MPSoC;Manycore processor;Multi-core processor;Nallatech;OpenCL API;Parallel computing;Scheduling (computing);Software portability;Supercomputer;Threading Building Blocks;Throughput;Xeon Phi
HCW_17_002,10389,False,2,3,False,False,13,30,3D computer graphics;Algorithm;Central processing unit;Deferred shading;DirectX;Graphics processing unit;OpenGL;Quality of service;Simulation;Systems management;Tiled rendering
HCW_17_003,10105,True,2,3,False,False,7,20,Application checkpointing;Auxiliary memory;Cache (computing);Computer data storage;Data-intensive computing;Device driver;Hard disk drive;Linux;Linux;Memory-mapped I/O;Operating system;Peripheral;Persistence (computer science);Random-access memory;Request for proposal;Snapshot (computer storage);Software modernization;Solid-state drive
HCW_17_004,9461,True,2,2,True,False,9,8,Central processing unit;Data dependency;Field-programmable gate array;Graphics processing unit;Heterogeneous computing;Heuristic;Multi-factor authentication;Performance per watt;Run time (program lifecycle phase);Scheduling (computing)
HCW_17_005,10236,False,2,2,False,False,13,26,Heterogeneous computing;Heuristic;Overselling;Preemption (computing);Simulation;Supercomputer;Utility
HCW_17_006,9259,False,2,,False,False,18,26,Algorithm;Application lifecycle management;Central processing unit;Computer;Computer performance;Computer program;Data center;Design rationale;Numerical analysis;Parallel computing;Program optimization;Run time (program lifecycle phase);Scheduling (computing);Web search engine;Web search query
HCW_17_007,6474,False,2,15,False,False,8,24,Algorithm;Cloud computing;Embedded system;Enterprise resource planning;Evolutionary algorithm;Integer programming;Memory management;Tabu search;User-centered design
IPDPS_17_001,8693,False,2,2,False,False,7,18,Algorithm;Centralisation;Graph property;Linear function (calculus);Local variable;Mathematical optimization;Nonlinear system;Online and offline;Spectral clustering;Vertex (geometry)
IPDPS_17_002,10015,False,2,15,False,False,12,17,"Algorithm;All nearest smaller values;Artificial neural network;Best, worst and average case;Computational biology;Data structure;Distributed memory;Information retrieval;Natural language processing;Parallel algorithm;Shared memory;Suffix tree;Time complexity;Worst-case complexity"
IPDPS_17_003,7857,False,2,2,False,False,8,16,Algorithm;Cray XC30;Cuthill–McKee algorithm;Data structure;Distributed memory;Locality of reference;Nested dissection;Parallel computing;Reliability-centered maintenance;Scalability;Sparse matrix;Speedup;Supercomputer
IPDPS_17_004,10666,False,2,2,True,True,9,28,512-bit;64-bit computing;Algorithm;Automatic vectorization;Breadth-first search;Central processing unit;Graph (abstract data type);Graph500;Graphics processing unit;Haswell (microarchitecture);Knights;List of algorithms;Load balancing (computing);Manycore processor;Multi-core processor;Nvidia Tesla;SIMD;Sparse matrix;Xeon Phi
IPDPS_17_005,7833,True,2,15,True,True,12,27,Algorithm;C++;Central processing unit;Execution unit;Graphics processing unit;Heterogeneous computing;Manycore processor;Model of computation;Multi-core processor;Open-source software;Parallel computing;Performance Evaluation;SIMD;Sequence database;Shattered World;Smith–Waterman algorithm
IPDPS_17_006,7543,False,2,15,True,True,15,27,AVX-512;Advanced Vector Extensions;Algorithm;Bit array;Bit-level parallelism;Central processing unit;Computational problem;Hamming distance;Knights;Manycore processor;Microprocessor;Multi-core processor;Open-source software;Parallel computing;Random seed;SIMD;Seed;Smith–Waterman algorithm;Speedup;Streaming SIMD Extensions;Thread (computing);Xeon Phi
IPDPS_17_007,8929,False,2,3,False,False,9,31,Algorithm;BLAST;Central processing unit;Computational biology;Data access;Database;Heuristic;Indexed search;Locality of reference;Memory hierarchy;Multi-core processor;Parallel computing;Peptide sequence;Speedup;Thread (computing)
IPDPS_17_008,7883,False,2,2,True,False,11,11,Algorithm;Application domain;CUDA;Computation;Graphics processing unit;Hidden Markov model;Inter-process communication;Kepler (microarchitecture);Mathematical optimization;Program optimization;Programmer;Sequence alignment;Shared memory;Smith–Waterman algorithm;String searching algorithm;Whole genome sequencing
IPDPS_17_009,8476,False,2,15,True,False,14,19,CPU cache;Cache (computing);Computer data storage;Graphics processing unit;Shared memory
IPDPS_17_010,7734,False,2,15,False,False,6,29,Byte;Cache (computing);Hamming distance;Magnetoresistive random-access memory;Multi-core processor;Non-volatile memory;Overhead (computing);Performance Evaluation;Pseudo-LRU;Random-access memory;Spectral leakage;Volatility
IPDPS_17_011,8408,False,2,15,True,False,13,25,Cache (computing);Computation;Data model;Experiment;Flash memory;Hard disk drive;Linux;Linux;RAID;Response time (technology);Sequential access;Solid-state drive
IPDPS_17_012,8636,False,2,15,False,False,8,33,Algorithm;Benchmark (computing);CPU cache;Cache (computing);Central processing unit;Computer architecture;Computer data storage;Emulator;Non-volatile memory;Non-volatile random-access memory;Persistence (computer science);Persistent data structure;Persistent memory;Time complexity
IPDPS_17_013,8403,False,2,2,False,False,8,19,Android;Booting;CPU cache;Cloud computing;Computation;Computation offloading;Computer data storage;FUJITSU Cloud IaaS Trusted Public S5;Memory footprint;Mobile app;Mobile cloud computing;Mobile device;Operating system;Operating-system-level virtualization;Runtime system;Smartphone;Speedup;Virtual machine
IPDPS_17_014,8098,True,2,15,False,False,8,25,Amazon Web Services;Apache Hadoop;Complex system;Data center;Fairness measure;Interaction;Job scheduler;Jumpstart Our Business Startups Act;Linear temporal logic;MapReduce;Multitenancy;Power management;Reinforcement learning;Scheduling (computing);Temporal logic
IPDPS_17_015,8183,False,2,15,False,False,15,23,Benchmark (computing);Cloud computing;Computation;Emergence;GIOVE;High availability;Hypervisor;InfiniBand;LU decomposition;Message Passing Interface;Overhead (computing);Provisioning;Single-root input/output virtualization;Virtual machine;X86 virtualization
IPDPS_17_016,8514,False,2,2,True,False,8,36,Component-based software engineering;Kernel (operating system);Linux;Linux;Load balancing (computing);Memory hierarchy;Memory management;Memory module;Non-volatile random-access memory;Operating system;Operating-system-level virtualization;Out of the box (feature);PCI Express;Persistent memory;Programmer;Scheduling (computing);Simulation;User interface;User space
IPDPS_17_017,8806,True,2,2,False,False,7,18,"Best, worst and average case;Broadcasting (networking);Color;Consensus (computer science);Fairness measure;Gossip protocol;Ramsey's theorem;Rational agent;Strong prime;With high probability"
IPDPS_17_018,14182,False,2,2,False,False,9,18,Algorithm;Leader election;Mobile operating system;Mobile phone;Network topology;Operating system;Polylogarithmic function;Push–pull output;Smartphone;Time complexity
IPDPS_17_019,9383,True,2,5,False,False,7,9,Algorithm;Divergence (computer science);Leader election
IPDPS_17_020,9086,True,2,2,False,False,7,18,Average-case complexity;Game theory;Load balancing (computing);Local search (optimization);Randomness;Recursive least squares filter;Time complexity
IPDPS_17_021,9390,False,2,15,False,False,10,12,Central processing unit;Compiler;Cray XC30;Knights;Load balancing (computing);Manycore processor;Multi-core processor;Particle-in-cell;Performance Evaluation;Product binning;SIMD;Simulation;Sorting;Supercomputer;Thread (computing);Voxel;Xeon Phi
IPDPS_17_022,9021,False,2,2,False,False,18,13,B-spline;Blocking (computing);Blue Gene;Cache (computing);Cache coherence;Central processing unit;Coherence (physics);Coprocessor;Manycore processor;Monte Carlo;Parallel computing;Quantum;Quantum Monte Carlo;Quasi-Monte Carlo method;Run time (program lifecycle phase);SIMD;Scalability;Shared memory;Simulation;Speedup;Thread (computing);Throughput;Xeon Phi
IPDPS_17_023,7707,False,2,,False,False,13,11,Algorithm;Directive (programming);FLOPS;Graphics processing unit;I/O bound;Message Passing Interface;One-way function;OpenACC;Sandy Bridge;Speedup;Supercomputer;Titan (supercomputer)
IPDPS_17_024,6879,False,2,9,False,False,16,11,Clock rate;Computer performance;Density functional theory;Interaction;Knights;Kohn–Sham equations;Lagrange multiplier;Manycore processor;Molecular dynamics;Multi-core processor;NWChem;OpenMP;Parallel computing;Program optimization;Pseudopotential;Roofline model;Scalability;Simulation;Task parallelism;Test case;Xeon Phi
IPDPS_17_025,8283,False,2,15,False,False,12,14,ARM Cortex-A9;ARM architecture;Dataflow programming;Deadlock;Embedded system;Field-programmable gate array;Hardware acceleration;Linux;Linux;Linux on embedded systems;OpenMP;Programming model;Run time (program lifecycle phase);Scalability;Speedup
IPDPS_17_026,9163,False,2,2,False,False,20,28,Central processing unit;Computation;Machine learning;Multi-core processor;Parallel computing;Shared memory;Simulation;Synchronization (computer science)
IPDPS_17_027,8611,False,2,15,True,True,10,24,Cache coherence;Multiprocessing;Non-volatile memory;Random-access memory;Spectral leakage;Static random-access memory;Volatile memory
IPDPS_17_028,10297,False,2,15,True,True,11,35,Algorithm;Artificial neural network;Computation;Convolutional neural network;Embedded system;Hardware acceleration;Locality of reference;Machine learning;Memory footprint;Neural Networks;Parallel computing;Requirement;Throughput;Tiling window manager
IPDPS_17_029,9241,True,2,2,False,False,8,45,Algorithm;Artificial neural network;Auto-Tune;Coefficient;Computation;Machine learning;Ordinal data;Ordinal regression;Stencil code;Support vector machine;Test set
IPDPS_17_030,7829,False,2,2,True,False,13,14,Algorithm;Bitonic sorter;Central processing unit;Complex system;Dynamic random-access memory;Manycore processor;Mesh networking;Message Passing Interface;Multi-core processor;OpenMP;Program optimization;Xeon Phi
IPDPS_17_031,8590,False,2,2,True,True,11,28,Compile time;Compiler;Kernel (operating system);Overhead code;Parallel computing;Run time (program lifecycle phase);Self-tuning;Simulation
IPDPS_17_032,8921,False,2,15,False,False,6,23,Cache (computing);Central processing unit;Critical path method;Dynamic program analysis;Locality of reference;Microarchitecture;OSI model;Performance prediction;Scalability
IPDPS_17_033,9685,True,2,15,False,False,7,16,Algorithm;Asynchronous system;Central processing unit;Communications protocol;Data deduplication;Message authentication code
IPDPS_17_034,11279,True,2,15,False,False,11,31,Algorithm;Backoff;Electron mobility;Exponential backoff;Failure rate;Self-stabilization;Time complexity
IPDPS_17_035,9502,True,2,8,False,False,8,12,"2.5D;Adversary (cryptography);Algorithm;Best, worst and average case;Failure rate;Online algorithm;Radio jamming;Scheduling (computing);Throughput"
IPDPS_17_036,10642,False,2,2,False,False,10,20,Algorithm;Las Vegas algorithm;Monte Carlo;Parallel computing;Parallel programming model;Simulation
IPDPS_17_037,7242,False,2,15,True,False,11,19,Bandwidth (signal processing);DR-DOS;Data structure;Experiment;Machine learning;Memory bandwidth;Non-uniform memory access;Program optimization;Speedup;Supervised learning;Uniform memory access
IPDPS_17_038,8318,False,2,15,False,False,8,16,Address space;Benchmark (computing);Chapel;Computer performance;Correctness (computer science);Local variable;Locality of reference;Parallel computing;Partitioned global address space;Program optimization
IPDPS_17_039,8462,False,2,15,False,False,10,24,Address space;Algorithm;Correctness (computer science);Data access;FastTrack;Intrusion detection system;Line Printer Daemon protocol;Locality of reference;Lock (computer science);Multi-core processor;Multiprocessing;Principle of locality;Race condition;Symmetric multiprocessing;Thread (computing)
IPDPS_17_040,9930,True,2,6,False,False,8,26,Algorithm;Fail-stop;Failure rate;Overhead (computing);Scheduling (computing);Work stealing
IPDPS_17_041,8255,False,2,15,False,False,6,21,Barrier (computer science);Benchmark (computing);Breadth-first search;Fast Fourier transform;Finite difference;Giga-updates per second;InfiniBand;Interconnection;Network architecture;Simulation;Vortex
IPDPS_17_042,9061,False,2,3,True,False,14,24,Algorithm;Data center;Dynamic circuit network;Failure rate;Simulation;Stock and flow;Throughput;Time complexity
IPDPS_17_043,9388,False,2,15,False,False,14,11,Application-specific integrated circuit;Computer;Crossbar switch;Interconnection;Microarchitecture;Place and route;Placement (EDA);Router (computing);Routing;Scalability;Simulation;Speedup;Supercomputer;Throughput
IPDPS_17_044,8838,False,2,2,False,False,9,18,Fat tree;Interference (communication);Jumpstart Our Business Startups Act;Mesh networking;Router (computing);Spatial variability;Supercomputer
IPDPS_17_045,8661,False,2,8,False,False,6,11,Apache Spark;Computation;Distributed computing;High- and low-level;Inline expansion;Java;MapReduce;Programming model;SQL;Serialization
IPDPS_17_046,7297,False,2,2,True,True,8,20,Apache Hadoop;Apache Hive;Backward compatibility;Cloud computing;Commodity computing;Computational complexity theory;Experiment;Jumpstart Our Business Startups Act;Microsoft Azure;Query language
IPDPS_17_047,7707,False,2,2,False,False,8,17,Block code;Library;Library (computing);Message passing;Multithreading (computer architecture);Parallel computing;Runtime system;Thread (computing)
IPDPS_17_048,9753,False,6,6,False,False,4,23,Algorithm;Graph (abstract data type);Graphics processing unit;Memory management;Programmer;Scalability
IPDPS_17_049,9818,True,2,15,False,False,11,27,Autonomous car;Autonomous robot;Computation;Crash (computing);Directed acyclic graph;Fault tolerance;Mobile robot;Non-blocking algorithm;Robot;Shared memory;Snapshot (computer storage);Vertex (geometry);Vertex (graph theory)
IPDPS_17_050,14400,False,2,2,False,False,4,9,Aerial photography;Algorithm;Approximation;Approximation algorithm;Linear programming;Operations research;Optimal design;Program optimization;Routing;Simulation;Unmanned aerial vehicle;Vehicle routing problem
IPDPS_17_051,11122,False,2,15,False,False,11,20,Algorithm;Autonomous car;Autonomous robot;Latent class model;Mobile robot;Robot;Visibility (geometry)
IPDPS_17_052,11286,False,2,2,False,False,5,41,Algorithm;Automaton;Central processing unit;Computation;Computer vision;Database;Field-programmable gate array;Graphics processing unit;Internet bottleneck;K-nearest neighbors algorithm;Machine learning;Natural language processing;Program optimization;Recommender system;Robotics;Similarity search;Speedup;Throughput
IPDPS_17_053,8666,False,2,15,False,False,10,32,Algorithm;Computation;Double-precision floating-point format;Experiment;FLOPS;Full scale;IBM WebSphere eXtreme Scale;Inter-process communication;Locality of reference;Manycore processor;Memory bound function;Parallel computing;Program optimization;Scalability;Simulation;Speedup;Stencil (numerical analysis);Stration;Sunway;Sunway TaihuLight;Supercomputer;Throughput
IPDPS_17_054,8362,False,2,6,False,False,6,17,Adjusted winner procedure;Algorithm;Central processing unit;Graphics;Graphics processing unit;Next-generation network;Numerical analysis;Parallel computing
IPDPS_17_055,8798,False,2,15,True,True,13,12,Computational chemistry;Defense Distributed;Electronic structure;Parallel computing;Perturbation theory;Runtime system;Scalability;Sparse matrix
IPDPS_17_056,8372,True,2,15,True,True,10,20,Cloud computing;Computation;Coprocessor;Cryptography;Library;Montgomery modular multiplication;OpenSSL;Public-key cryptography;RSA (cryptosystem);SIMD;Symmetric-key algorithm;Thread (computing);Throughput;Transport Layer Security;Xeon Phi
IPDPS_17_057,8296,False,2,2,False,False,9,29,CUDA;Code refactoring;Computation;Field-programmable gate array;Graphics;Graphics processing unit;Naivety;OpenACC;OpenCL API;OpenMP;Pipeline (computing);Scheduling (computing);Speedup;Supercomputer
IPDPS_17_058,9034,False,2,2,True,True,7,25,Experiment;Extrapolation;Job control (Unix);Linux;Lossless compression;Mathematical model;Memory-mapped I/O;P system;Signal trace;Simulation;Supercomputer;Synthetic data
IPDPS_17_059,8825,False,2,6,True,True,8,25,Apache Hadoop;Apache Spark;Sampling (signal processing);Simulation;Social media;Social simulation
IPDPS_17_060,8136,False,2,3,True,True,10,35,Algorithm;Attribute–value pair;BLAST;Big data;Computation;Distributed computing;MapReduce;Message Passing Interface;Partition (database);Programmer
IPDPS_17_061,7995,False,2,15,True,True,11,24,Artificial neural network;Convolution;Convolutional neural network;Deep learning;Double-precision floating-point format;Graphics processing unit;Pipeline (computing);Program optimization;SW26010;Speedup;Sunway;Sunway TaihuLight;Supercomputer
IPDPS_17_062,9955,False,2,5,False,False,5,25,Algorithm;Blue Gene;Experiment;Graphics processing unit;Load balancing (computing);Louvain Modularity;Multidimensional scaling;Parallel computing;Sequential algorithm;Shared memory;Supercomputer
IPDPS_17_063,8833,False,2,2,False,False,10,25,Algorithm;Breadth-first search;Central processing unit;Computation;FLOPS;Graph drawing;Graph traversal;Heterogeneous computing;Intel Core (microarchitecture);Linpack benchmarks;List of algorithms;Manycore processor;Maximum flow problem;Memory hierarchy;Performance per watt;Shortest path problem;Social network;Sunway;Sunway TaihuLight;TOP500;Traversed edges per second
IPDPS_17_064,9746,False,2,2,False,False,6,31,Computation;Display resolution;Distributed memory;End-to-end principle;Run time (program lifecycle phase);Scalability;Sparse matrix;Time complexity
IPDPS_17_065,8512,False,2,2,False,False,8,19,Algorithm;BLAS;Code generation (compiler);Coppersmith–Winograd algorithm;Data parallelism;Fast multipole method;Library;Matrix multiplication;Multi-core processor;Parallel computing;Strassen algorithm;Task parallelism;The Matrix;Workspace
IPDPS_17_066,9323,False,2,2,False,False,5,36,Algorithm;Analysis of parallel algorithms;Bidiagonalization;Critical path method;Distributed shared memory;Experiment;Greedy algorithm;Multi-core processor;QR code;QR decomposition;R language;Shared memory;Tiled web map
IPDPS_17_067,9135,False,2,2,False,False,11,21,Algorithm;Cholesky decomposition;Computation;Linear algebra;Linear system;Matrix multiplication;Numerical analysis;Numerical linear algebra;Numerical stability;Parallel algorithm;Scalability;System of linear equations;Tamper-resistant security module;Triangular matrix
IPDPS_17_068,8389,True,2,2,False,False,10,20,Algorithm;Breadth-first search;Column (database);Data structure;Independent set (graph theory);Ivy Bridge (microarchitecture);Manycore processor;Maximal independent set;Multi-core processor;Multiplication algorithm;Shared memory;Sparse matrix;Speedup;The Matrix;Thread (computing)
IPDPS_17_069,8210,False,2,2,False,False,7,16,CPU cache;Dynamic random-access memory;Graphics processing unit;Memory bandwidth;Multiprocessing;Parallel computing;Replication (computing);Scheduling (computing);Task parallelism
IPDPS_17_070,5632,False,2,2,True,False,15,33,Algorithm;Baseline (configuration management);Benchmark (computing);Best-effort delivery;Centralisation;Challenge-Handshake Authentication Protocol;Global network;Interconnection;Network on a chip;Parsec (parser);Power gating;Router (computing);Routing;Synthetic data
IPDPS_17_071,10689,True,2,15,True,True,11,23,Algorithm;Average path length;Data center;Fault tolerance;High availability;Performance per watt;Routing;Server (computing);Simulation;Throughput
IPDPS_17_072,8128,False,2,3,False,False,11,15,Computer cooling;Java HotSpot Virtual Machine;Job scheduler;Jumpstart Our Business Startups Act;Location awareness;Next-generation network;Scheduling (computing);Simulation;Supercomputer;Throughput
IPDPS_17_073,9455,True,2,2,False,False,8,22,Algorithm;Integer programming;Job shop scheduling;Jumpstart Our Business Startups Act;Linear programming;Linear programming formulation;Linear programming relaxation;Makespan;Parallel computing;Polynomial;Relaxation (approximation);Scheduling (computing);Time complexity
IPDPS_17_074,9236,False,2,2,False,False,9,22,Data structure;Dependence analysis;Fault tolerance;Finite-state machine;High availability;Multi-core processor;Scheduling (computing);State machine replication;Strong consistency;Throughput;Web application
IPDPS_17_075,10047,True,2,2,False,False,6,10,Algorithm;Central processing unit;Data dependency;Heuristic;Input/output;Memory bound function;Multiprocessing;NP-completeness;Parallel computing;Scheduling (computing);Sparse matrix;Synthetic data
IPDPS_17_076,9218,True,2,2,False,False,19,15,Algorithm;Approximation;Central processing unit;Computation;Graphics processing unit;List scheduling;Runtime system;Scheduling (computing)
IPDPS_17_077,9064,False,2,4,False,False,6,13,Data parallelism;Iteration;Iterator;Linear function (calculus);Load balancing (computing);Loop optimization;OpenMP;Parallel algorithm;Parallel computing;Polyhedron;Polynomial;Program optimization;Runtime system;Scheduling (computing);X86
